gvkey;name;factiva_name;factiva_code
28155;TRICO BANCSHARES;TriCo Bancshares;TRICOB
28176;APTARGROUP INC;AptarGroup Inc;APTAG
28180;O REILLY AUTOMOTIVE INC NEW;;
28194;POLYONE CORP;PolyOne Corp;GEONCO
28195;JABIL CIRCUIT INC;Jabil Inc;JABCRC
28209;ANIKA THERAPEUTICS INC;Anika Therapeutics Inc;ANKRES
28216;REINSURANCE GROUP OF AMERICA INC;Reinsurance Group of America Inc;RGANUS
28278;GERMAN AMERICAN BANCORP INC;German American Bancorp. Inc.;GABAN
28295;TITAN INTERNATIONAL INC ILL;;
28296;CLAYTON WILLIAMS ENERGY INC;Clayton Williams Energy Inc;WICWC
28303;ELLIS PERRY INTERNATIONAL INC;;
28320;C D W CORP NEW;;
28347;FLOTEK INDUSTRIES INC;Flotek Industries Inc;NTWV
28349;ALLSTATE CORP;Allstate Corp;ALLINS
28397;PAPA JOHNS INTL INC;;
28410;BARRETT BUSINESS SERVICES INC;Barrett Business Services Inc;BARBSS
28462;LIBBEY INC;Libbey Inc;LIBBEY
28477;FLIR SYSTEMS INC;FLIR Systems Inc;FLIR
28518;SHILOH INDUSTRIES INC;Shiloh Industries Inc;SHYLOW
28564;STONE ENERGY CORP;Nichi-Iko Pharmaceutical Company Limited;NIHIK
28590;BRINKS CO;;
28620;FIRST DEFIANCE FINANCIAL CORP;First Defiance Financial Corp;FDEFFC
28641;KEY TECHNOLOGY INC;Duravant LLC;FSCHBN
28648;PETSMART INC;PetSmart Inc;PETMT
28675;TANDY LEATHER FACTORY INC;Tandy Leather Factory Inc;NTREG
28704;MONARCH CASINO & RESORT INC;Monarch Casino & Resort Inc;MONCCR
28742;BORGWARNER INC;BorgWarner Inc.;BWAUT
28762;SPARTAN STORES INC;Staples Inc;STPLS
28785;WINMARK CORP;Winmark Corp;PIASPO
28806;ARROWHEAD RESEARCH CORP;Arrowhead Pharmaceuticals Corp.;INTRVI
28853;ARRIS GROUP INC;ARRIS GROUP INC;ZDGSBT
28866;META FINANCIAL GROUP INC;Meta Financial Group Inc;FMIDW
28924;BARNES & NOBLE INC;Barnes & Noble Inc;BARNOB
28930;MARRIOTT INTERNATIONAL INC NEW;;
28940;BELDEN INC NEW;;
28967;Q C R HOLDINGS INC;;
29001;O M GROUP INC;;
29011;BOYD GAMING CORP;Boyd Gaming Corp;BOYDG
29015;DECKERS OUTDOOR CORP;Deckers Outdoor Corporation;DCKOUT
29028;COSTCO WHOLESALE CORP NEW;;
29101;FIRST FINANCIAL BANKSHARES INC;First Financial Bankshares Inc;FFBKSH
29108;PATTERSON U T I ENERGY INC;;
29127;INCYTE CORP;Incyte Corp;INCPHM
29129;EMPIRE RESORTS INC;Empire Resorts Inc.;ALHOPI
29131;GIBRALTAR INDUSTRIES INC;Gibraltar Industries Inc.;GIBSC
29133;ITRON INC;Itron Inc;ITRN
29150;URBAN OUTFITTERS INC;Urban Outfitters Inc;URBANO
29151;CENTURY CASINOS INC;Century Casinos Inc;ALPGAM
29156;UNIVERSAL FOREST PRODUCTS INC;Universal Forest Products Inc;UNIVFO
29173;NEWFIELD EXPLORATION CO;Newfield Exploration Co;NFEXPL
29206;FORWARD AIR CORP;;
29211;BOSTON PRIVATE FINL HLDGS INC;;
29217;SCHNITZER STEEL INDUSTRIES INC;Schnitzer Steel Industries Inc;SSPC
29246;ASTORIA FINANCIAL CORP;Astoria Financial Corp;ASTORS
29382;MADDEN STEVEN LTD;Steven Madden Ltd;STMADN
29386;TRIQUINT SEMICONDUCTOR INC;TriQuint Semiconductor, Inc.;GIGAB
29392;EASTMAN CHEMICAL CO;Eastman Chemical Co;EASCH
29446;SOUTHWEST BANCORP INC OKLA;;
29449;U F P TECHNOLOGIES INC;;
29453;CHENIERE ENERGY INC;Cheniere Energy Inc;BEXYC
29511;CYTEC INDUSTRIES INC;Cytec Industries Inc;CYIND
29517;MEDIFAST INC;Medifast Inc.;VITSP
29609;HAIN CELESTIAL GROUP INC;The Hain Celestial Group, Inc.;KINACQ
29612;CELADON GROUP INC;Celadon Group Inc;CELADN
29705;DAKTRONICS INC;Daktronics Inc;DAKT
29710;HEALTH NET INC;Health Net Inc;QUALMD
29722;D S P GROUP INC;;
29733;MARTIN MARIETTA MATERIALS INC;Martin Marietta Materials Inc;MMATR
29734;MOBILE MINI INC;Mobile Mini Inc;MOBMI
29736;TRACTOR SUPPLY CO NEW;;
29751;ALBEMARLE CORP;;
29755;BEAZER HOMES USA INC;Beazer Homes USA Inc;BZHOM
29791;QLOGIC CORP;QLogic Corp;QLGICC
29837;BIOCRYST PHARMACEUTICALS INC;BioCryst Pharmaceuticals Inc;BIOCST
29855;FARMERS NATIONAL BANC CORP;Flexsteel Industries Inc;FLXS
29870;OLYMPIC STEEL INC;Olympic Steel Inc;OLMSTL
29887;TOWERS WATSON & CO;Towers Watson & Co.;WATWY
29894;N N INC;;
29901;COPART INC;Copart Inc;COPINC
29910;SCANSOURCE INC;ScanSource Inc;SCSCI
29930;MOTORCAR PARTS OF AMERICA INC;Motorcar Parts of America Inc;MOPART
29946;LANDMARK BANCORP INC;Landmark Bancorp Inc.;LNDCB
29962;LIMONEIRA CO;Limoneira Co;LMNEIR
29964;GAMING PARTNERS INTL CORP;;
29968;A K STEEL HOLDING CORP;AK Steel Holding Corp;ARMCOS
29994;FIRST MID ILLINOIS BANCSHRS INC;;
30007;VIVUS INC;Vivus Inc;VIVUSI
30029;NUMEREX CORP NY;;
30032;EAGLE MATERIALS INC;Eagle Materials Inc;CNCN
30055;SOUTHERN MISSOURI BANCORP INC;Southern Missouri Bancorp Inc;SMISB
30059;AMERICAN EAGLE OUTFITTERS INC NE;;
30082;D N B FINANCIAL CORP;;
30137;NEKTAR THERAPEUTICS;Nektar Therapeutics;INHTHP
30138;JOS A BANK CLOTHIERS INC;Joseph A Bank Clothiers Inc;BANJA
30146;INVESTMENT TECHNOLOGY GP INC NEW;;
30219;BLYTH INC;Blyth Inc;BLYCON
30222;AMERIS BANCORP;Ameris Bancorp;ABCBNC
30255;N P S PHARMACEUTICALS INC;;
30259;PENN NATIONAL GAMING INC;Penn National Gaming Inc;PNSGM
30260;SIMPSON MANUFACTURING CO INC;Simpson Manufacturing Co Inc;SSMAC
30281;LA JOLLA PHARMACEUTICAL CO;La Jolla Pharmaceutical Co;LAJOLP
30416;H M N FINANCIAL INC;;
30463;GREENBRIER COMPANIES INC;The Greenbrier Companies Inc;GRNBR
30477;MATTHEWS INTERNATIONAL CORP;;
30558;MILLER INDUSTRIES INC TENN;;
30576;ADTRAN INC;Adtran Inc;ATNINC
30612;AMEDISYS INC;Amedisys Inc;ANNUR
30614;ENERGY FOCUS INC;Energy Focus Inc.;FBSTRS
30651;DARLING INTERNATIONAL INC;Darling Ingredients Inc.;DLINGI
30671;RELIANCE STEEL & ALUMINUM CO;Reliance Steel & Aluminum Co., Inc.;RELSTL
30674;ARIAD PHARMACEUTICALS INC;ARIAD Pharmaceuticals, Inc.;ARIADP
30714;T E S S C O TECHNOLOGIES INC;;
30861;KNIGHT TRANSPORTATION INC;Knight Transportation Inc;KNITRA
30870;ASPEN TECHNOLOGY INC;Aspen Technology Inc;ASPNTC
30877;COVENANT TRANSPORTATION GRP INC;;
30888;FIDELITY SOUTHERN CORP NEW;;
30932;NORTHWEST BANCSHARES INC;Northwest Bancshares Inc.;NWSBNK
30950;MEDIA GENERAL INC;Media General Inc;MEEG
30990;CAPITAL ONE FINANCIAL CORP;Capital One Financial Corporation;CPTONE
31099;CANTERBURY PARK HOLDING CORP;Canterbury Park Holding Corp;CANPRK
31122;APOLLO GROUP INC;Apollo Education Group Inc.;APPGRO
31170;UNIVERSAL STNLESS & ALY PRODS IN;;
31203;STILLWATER MINING CO;Stillwater Mining Co;SWTM
31214;MITCHAM INDUSTRIES INC;Mitcham Industries, Inc.;MITCHA
31227;NUTRISYSTEM INC;NutriSystem, Inc.;NTR
31368;HANMI FINANCIAL CORP;Hanmi Financial Corp;HANMBA
31453;INSIGHT ENTERPRISES INC;Insight Enterprises Inc.;INSGHE
31460;RENT A CENTER INC NEW;;
31477;BROOKS AUTOMATION INC;Brooks Automation, Inc;BRKSA
31488;INTEGRATED SILICON SOLUTION INC;Integrated Silicon Solution Inc;INSISO
31521;INTL FCSTONE INC;INTL FCStone Inc.;INASST
31560;SPEEDWAY MOTORSPORTS INC;Speedway Motorsports Inc;SPEEMO
31564;A C I WORLDWIDE INC;;
31567;STRATTEC SECURITY CORP;Strattec Security Corp;STRASC
31587;DOLLAR TREE INC;Dollar Tree Inc;DOLTRE
31607;NATIONAL INSTRUMENTS CORP;National Instruments Corp;NATIST
31629;READING INTERNATIONAL INC;Reading International Inc;CITHC
31673;AMERISOURCEBERGEN CORP;AmerisourceBergen Corp;ALCHS
31692;M B FINANCIAL INC NEW;;
31703;GUARANTY FEDERAL BANCSHARES INC;Guaranty Federal Bancshares Inc;GRNFDR
31718;AMES NATL CORP;;
31752;CBIZ INC;CBIZ Inc.;RPBLCN
31764;BANK OF MARIN BANCORP;Bank of Marin Bancorp;BANKMA
31843;HARMONIC INC;Harmonic Inc;HMLIGH
31846;DARDEN RESTAURANTS INC;Darden Restaurants Inc;DRDNRS
31881;F E I COMPANY;;
31887;RESMED INC;ResMed Inc;RSMDIN
31895;BAR HARBOR BANKSHARES;Bar Harbor Bankshares Inc;BRHBNK
60800;SINCLAIR BROADCAST GROUP INC;Sinclair Broadcast Group Inc;SINBRD
60894;CAMERON INTERNATIONAL CORP;;
60900;DISH NETWORK CORPORATION;;
60902;HAWAIIAN HOLDINGS INC;Hawaiian Holdings Inc;HA
60914;L S I CORP NEW;;
60923;DAVE & BUSTERS ENTERTAINMENT INC;;
60931;SYSTEMAX INC;Systemax Inc;GLBDML
60979;WABTEC CORP;Wabtec Corporation;WSAIRB
60983;AMERICAN RIVER BANKSHARES;American River Bankshares;AMRV
61004;ACACIA RESEARCH CORP;Acacia Research Corp;ACRE
61028;WAYSIDE TECHNOLOGY GROUP INC;Wayside Technology Group Inc.;VOYSOF
61055;AUBURN NATIONAL BANCORP;Auburn National Bancorp;BRNNTN
61155;ATLAS AIR WORLDWIDE HOLDINGS INC;Atlas Air Worldwide Holdings Inc;ACARGO
61179;KFORCE INC;kforce Inc;ROMINT
61181;INTEGRA LIFESCIENCES HLDNGS CORP;;
61192;CRAFT BREW ALLIANCE INC;Craft Brew Alliance Inc.;REHOOK
61325;MEDNAX INC;MEDNAX Inc.;PEDMED
61350;CRAY INC;Cray Inc;TERACO
61380;ERIE INDEMNITY CO;Erie Indemnity Co;ERIIN
61399;MYRIAD GENETICS INC;Myriad Genetics Inc;MYRGEN
61408;HANOVER INSURANCE GROUP INC;Target Corporation;DAYHUD
61409;DIAMOND OFFSHORE DRILLING INC;Diamond Offshore Drilling Inc;DIADRI
61418;RICKS CABARET INTERNATIONAL INC;;
61420;POOL CORP;Pool Corp.;SCPPUL
61448;PHARMACYCLICS INC;Pharmacyclics Inc;PHACYC
61483;DAVITA INC;DaVita Inc.;TOTRC
61487;BANNER CORP;Banner Corp;FSBWSB
61490;OPKO HEALTH INC;OPKO Health Inc.;CYTCLP
61494;SCHEIN HENRY INC;Henry Schein Inc;HNRSCH
61513;SANDISK CORP;;
61519;SCHWEITZER MAUDUIT INTL INC;;
61544;ASTA FUNDING INC;Asta Funding Inc;ASFFND
61552;LEXMARK INTERNATIONAL INC NEW;;
61562;ADVANCED ENERGY INDUSTRIES INC;Advanced Energy Industries Inc;ADENIN
61567;LAUDER ESTEE COS INC;The Estee Lauder Companies Inc.;LAUDR
61574;WATERS CORP;Waters Corp;WATUSA
61576;HEADWATERS INC;Headwaters Inc;ETGP
61581;BOSTON BEER INC;;
61585;FLUSHING FINANCIAL CORP;Flushing Financial Corp;FLSCRP
61586;IMPAC MORTGAGE HOLDINGS INC;Impac Mortgage Holdings, Inc;IMCRMO
61587;INTEVAC INC;Intevac Inc;INTEV
61591;NETAPP INC;NetApp Inc.;NTAPL
61600;PAREXEL INTERNATIONAL CORP;PAREXEL International Corporation;PERXEL
61635;NORTHWEST PIPE CO;;
61676;CITRIX SYSTEMS INC;Citrix Systems Inc;CITRXS
61685;NUANCE COMMUNICATIONS INC;Nuance Communications Inc;VISCMP
61693;HEARTLAND FINANCIAL USA INC;Heartland Financial USA Inc;HTLFIN
61711;T G THERAPEUTICS INC;;
61732;M S C INDUSTRIAL DIRECT INC;;
61739;HARTFORD FINANCIAL SVCS GRP INC;;
61745;IMPAX LABORATORIES INC;Amneal Pharmaceuticals Inc.;GLOPHA
61763;ELIZABETH ARDEN INC;Elizabeth Arden Inc.;SWV
61811;SOUTHERN COPPER CORP;Southern Copper Corp;SPCC
62107;MULTIMEDIA GAMES HOLDING CO INC;;
62168;IRIDEX CORP;Iridex Corp;IRIDXC
62169;LANDEC CORP;Landec Corp;LANDCC
62221;COLUMBUS MCKINNON CORP NY;Columbus McKinnon Corporation;COLMCK
62243;UNITY BANCORP INC;Unity Bancorp Inc;NTYBNC
62263;ALEXION PHARMACEUTICALS INC;Alexion Pharmaceuticals Inc;ALEXPH
62266;C S G SYSTEMS INTERNATIONAL INC;;
62290;REVLON INC;Revlon Inc;REVL
62317;PREMIERE GLOBAL SERVICES INC;Premiere Global Services Inc.;PRMATL
62374;IRON MOUNTAIN INC;Iron Mountain Inc.;PIELE
62378;HUB GROUP INC;Hub Group Inc;HBGRPP
62396;I D T CORP;;
62494;P R G X GLOBAL INC;;
62516;CENTURY ALUMINUM CO;Century Aluminum Co;CENTAL
62549;K V H INDUSTRIES INC;;
62602;SAPIENT CORP;Sapient Corp;SAPCOR
62626;EVOLUTION PETROLEUM CORP;Evolution Petroleum Corporation;REAINC
62634;YAHOO INC;Altaba Inc;YAHCOR
62640;LORAL SPACE & COMMUNICATIONS INC;;
62654;SANDY SPRING BANCORP INC;Publicis Groupe SA;PUBLCS
62655;DEAN FOODS CO NEW;;
62686;CARBO CERAMICS INC;Carbo Ceramics Inc;CARBCM
62689;TRAVELERS COMPANIES INC;The Travelers Companies Inc;STPAUL
62723;TUCOWS INC;Tucows Inc;INFONA
62730;POLYCOM INC;Polycom Inc;POLYCM
62732;SYKES ENTERPRISES INC;Sykes Enterprises Inc;SYKENT
62745;JAKKS PACIFIC INC;Jakks Pacific Inc;JAKKPC
62823;F T I CONSULTING INC;;
62895;PREMIER FINANCIAL BANCORP INC;Premier Financial Bancorp Inc;PREMFB
62897;TUPPERWARE BRANDS CORP;Tupperware Brands Corp;TUPCRP
62921;NEUROCRINE BIOSCIENCES INC;Neurocrine Biosciences Inc;NEUBIO
62948;EXACTECH INC;Exactech Inc;EXACTI
62965;S S & C TECHNOLOGIES HLDGS INC;;
62977;SALIX PHARMACEUTICALS LTD;Salix Pharmaceuticals Ltd;SALIXH
62979;SOUTHSIDE BANCSHARES INC;Southside Bancshares Inc;SOTHSI
62990;AFFYMETRIX INC;Affymetrix Inc;AFFYMT
63080;ANSYS INC;Ansys Inc;SWASYS
63081;ARADIGM CORP;;
63083;ENDOLOGIX INC;Endologix Inc;CRDVSD
63099;BROADVISION INC;Broadvision Inc;BROVIS
63123;GENESEE & WYOMING INC;Genesee & Wyoming Inc;GENWI
63135;DIME COMMUNITY BANCSHARES;Dime Community Bancshares Inc;DMBNCP
63172;FACTSET RESEARCH SYSTEMS INC;FactSet Research Systems Inc;FCTDSI
63178;PROVIDENT FINANCIAL HOLDINGS INC;Provident Financial Holdings Inc;PRVHLD
63224;CENTRAL VALLEY COMM BANCORP;;
63232;OCEANFIRST FINANCIAL CORP;OceanFirst Financial Corp.;OCFINC
63288;F B L FINANCIAL GROUP INC;FBL Financial Group Inc;FBLFIN
63290;PEGASYSTEMS INC;Pegasystems Inc;PEGASY
63338;STRAYER EDUCATION INC;Strategic Education Inc;STRA
63422;LAMAR ADVERTISING CO;Kohl's Corp;KOHLDP
63447;GUESS INC;Guess ? Inc;GSSSS
63456;CARRIAGE SERVICES INC;Carriage Services Inc;CARSVC
63490;BIOSCRIP INC;BioScrip Inc.;MIMCOR
63495;WILLBROS GROUP INC DEL;;
63501;E TRADE FINANCIAL CORP;E*Trade Financial Corporation;ETRADE
63520;TRANSACT TECHNOLOGIES INC;Transact Technologies Inc;TRACTT
63527;STERICYCLE INC;Stericycle Inc;STERY
63538;SUN BANCORP INC NJ;Sun Bancorp Inc (New Jersey);SUNBCN
63541;MMA CAPITAL MANAGEMENT LLC;MMA Capital Holdings Inc.;MMTGEQ
63596;WILLIS LEASE FINANCE CORP;Willis Lease Finance Corp;WLFC
63605;CALPINE CORP;Calpine Corporation;CALPIC
63639;OCWEN FINANCIAL CORP;Ocwen Financial Corp;OCWN
63643;ABERCROMBIE & FITCH CO;Abercrombie & Fitch Co;ABERFT
63645;ENDO HEALTH SOLUTIONS INC;Endo International PLC;ENDOPH
63650;SPECTRUM PHARMACEUTICALS INC;Spectrum Pharmaceuticals Inc;NEOTHR
63667;EDGEWATER TECHNOLOGY INC;Edgewater Technology Inc;STFMK
63724;NAVIGANT CONSULTING INC;Navigant Consulting Inc;METZGR
63725;WEST BANCORPORATION INC;West Bancorporation Inc;WSTZ
63739;BJS RESTAURANTS INC;BJ's Restaurants Inc.;CHGPIZ
63763;HIBBETT SPORTS INC;Hibbett Sports, Inc.;HIBSPO
63781;WINTRUST FINANCIAL CORPORATION;Wintrust Financial Corporation;WNTFIN
63800;I M S HEALTH HOLDINGS INC;;
63847;PENSKE AUTOMOTIVE GROUP INC;Penske Corp;PNSK
63863;USANA HEALTH SCIENCES INC;USANA Health Sciences Inc;USANA
63866;CUBIST PHARMACEUTICALS INC;Cubist Pharmaceuticals Inc;CUBEPH
63874;STAGE STORES INC;Stage Stores Inc;STAGST
63876;TRIUMPH GROUP INC NEW;;
63892;NATIONAL OILWELL VARCO INC;National-Oilwell Varco, Inc.;NATOL
63919;INGRAM MICRO INC;Ingram Micro Inc;MICRD
63927;UNITED NATURAL FOODS INC;United Natural Foods Inc;UNNATF
63930;FAMOUS DAVES OF AMERICA;Famous Dave's of America Inc;FAMDAV
63938;SEACHANGE INTERNATIONAL INC;SeaChange International Inc;SEACHT
63986;EPLUS INC;ePlus Inc;MLCHOL
64004;VIROPHARMA INC;ViroPharma Inc;VRPHRM
64028;NU SKIN ENTERPRISES INC;Nu Skin Enterprises, Inc;NUSKA
64030;STEEL DYNAMICS INC;Steel Dynamics Inc;STEDYN
64055;WEST CORP;West Corporation;WESTTL
64061;FORRESTER RESEARCH INC;Forrester Research Inc;FRSTR
64088;VIASAT INC;ViaSat Inc;VISATI
64102;INVENTURE FOODS INC;Inventure Foods Inc.;POOREB
64135;DELTIC TIMBER CORP;Deltic Timber Corp;DLTIMB
64156;MONSTER WORLDWIDE INC;Monster Worldwide Inc;TMPTM
64162;COVANCE INC;Covance Inc;CVANCE
64165;IGATE CORP;iGate Corp;MSTH
64166;QUEST DIAGNOSTICS INC;Quest Diagnostics Inc;QUDIAG
64175;LITHIA MOTORS INC;Lithia Motors Inc;LITHMO
64218;WILSHIRE BANCORP INC;Wilshire Bancorp Inc;WSBC
64223;D X P ENTERPRISES INC;;
64254;SUN HYDRAULICS CORP;Sun Hydraulics Corp;SUNHYD
64275;CAL MAINE FOODS INC;Cal-Maine Foods Inc;CLMF
64302;INSPERITY INC;Insperity Inc.;ADMINI
64344;VAIL RESORTS INC;Vail Resorts Incorporated;VAILRE
64346;EPIQ SYSTEMS INC;EPIQ Systems Inc;ELCTPR
64356;CIENA CORP;;
64389;SILGAN HOLDINGS INC;Silgan Holdings Inc;SILHOL
64410;CARMAX INC;Kinder Morgan Inc;KNNG
64480;TIVO INC;TiVo Corporation;MACROV
64536;EURONET WORLDWIDE INC;Euronet Worldwide Inc;EUROSE
64552;T D AMERITRADE HOLDING CORP;A-Mark Precious Metals Inc;AMKPM
64568;GULF ISLAND FABRICATION INC;Gulf Island Fabrication Inc;GULFI
64630;TAKE TWO INTERACTIVE SOFTWR INC;;
64637;EMCORE CORP;Emcore Corp;EMCORE
64690;AUTOLIV INC;Autoliv Inc;ATLIV
64699;FLAGSTAR BANCORP INC;Flagstar Bancorp Inc;FLGSO
64745;KNOLL INC;Knoll Inc;KNOLNC
64766;RAMBUS INC;Rambus Inc;RAMBSV
64768;AMAZON COM INC;Amazon.com, Inc.;AMZCOM
64794;UNITED COMMUNITY BANKS INC GA;;
64850;REIS INC;Reis Inc;WLLFRD
64857;SAREPTA THERAPEUTICS INC;Sarepta Therapeutics Inc.;ANTVRL
64891;RALPH LAUREN CORP;Ralph Lauren Corp;RALURN
64901;MAXIMUS INC;MAXIMUS Inc.;MXXINC
64929;SIMULATIONS PLUS INC;Simulations Plus, Inc.;SIMPLU
64942;STARTEK INC;StarTek Inc;STARTR
64979;PACIFIC PREMIER BANCORP INC;Pacific Premier Bancorp Inc;LIFEFI
64997;COMFORT SYSTEMS USA INC;Comfort Systems USA, Inc;COMFSY
65006;HELIX ENERGY SOLUTIONS GROUP INC;Helix Energy Solutions Group Inc;CDIVE
65011;HESKA CORP;Heska Corp;HSKACP
65021;8X8 INC NEW;;
65106;BANK OF THE OZARKS INC;Bank OZK;BNKOZK
65108;JONES LANG LASALLE INC;JLL;LASP
65176;EVANS BANCORP INC;Evans Bancorp Inc;EVNBNP
65220;CARRIZO OIL & GAS INC;Carrizo Oil & Gas Inc;CARRIZ
65226;QAD INC;QAD Inc;QADINC
65228;UMPQUA HOLDINGS CORP;Umpqua Holdings Corp;SUMBAN
65235;DIAMOND HILL INVESTMENT GRP INC;;
65270;SYNTEL INC;Syntel Inc;SYNUS
65275;BRIGHT HORIZONS FAM SOL INC NEW;;
65343;PRICESMART INC;Pricesmart Inc;PRCEMT
65399;MERITOR INC;Meritor Inc;MRTRAU
65406;PETMED EXPRESS INC;PetMed Express Inc;PETMDE
65417;YUM BRANDS INC;YUM! Brands Inc;TRCNGB
65421;FARO TECHNOLOGIES INC;FARO Technologies Inc;FRTCNG
65430;CHILDRENS PLACE RTL STORES INC;;
65459;SPECTRUM BRANDS HOLDINGS INC;Spectrum Brands Holdings Inc;ZPTCO
65467;1ST CONSTITUTION BANCORP;1st Constitution Bancorp;FSTCST
65532;PACIFIC CONTINENTAL CORP;Pacific Continental Corp;PCFCTB
65540;NET 1 UEPS TECHNOLOGIES INC;Net 1 UEPS Technologies Inc;NTUPTH
65548;CAMDEN NATIONAL CORP;Camden National Corp;CMDBNN
65590;STONERIDGE INC;Stoneridge Inc;STNRDG
65607;O S I SYSTEMS INC;;
65609;CH ROBINSON WORLDWIDE INC;C.H. Robinson Worldwide Inc;ROBWWI
65615;CHOICE HOTELS INTERNATIONAL INC;Choice Hotels International, Inc;QUINN
65643;FAIRCHILD SEMICONDUCTOR INTL INC;Fairchild Semiconductor International Inc;FAIRSM
65671;DRIL QUIP INC;Dril-Quip, Inc;DRLQP
65675;C U I GLOBAL INC;Barracuda Networks Inc;BARNET
65689;MERCANTILE BANK CORP;Mercantile Bank Corp;MRCTLE
65702;CASELLA WASTE SYSTEMS INC;Casella Waste Systems Inc;CASSEW
65718;GROUP 1 AUTOMOTIVE INC;Group 1 Automotive, Inc;GRPATM
65732;CAPITAL SENIOR LIVING CORP;Capital Senior Living Corp;CAPSEN
65772;METTLER TOLEDO INTERNATIONAL INC;Mettler-Toledo International Inc;METTOL
65796;MIDWESTONE FINANCIAL GRP INC NEW;;
65831;SONIC AUTOMOTIVE INC;Sonic Automotive Inc;SNTMTV
65872;PROGENICS PHARMACEUTICALS INC;Progenics Pharmaceuticals Inc;PROGEN
65884;SUSSEX BANCORP;SB One Bancorp;SSSBCP
65886;AFFILIATED MANAGERS GROUP INC;Affiliated Managers Group, Inc;AFFMAN
65899;REALNETWORKS INC;RealNetworks Inc;PRGNET
65904;APPLIED MICRO CIRCUITS CORP;Applied Micro Circuits Corporation;APMICR
65944;DEPOMED INC;Assertio Therapeutics Inc;DPOMED
65958;C & F FINANCIAL CORP;C&F Financial Corp;CFFNLC
65967;ENVISION HEALTHCARE HOLDINGS INC;Envision Healthcare Holdings Inc.;EMRMDS
66016;INGREDION INC;;
66032;POWER INTEGRATIONS INC;Power Integrations Inc;PINTGR
66065;UNITED RENTALS INC;United Rentals Inc;URENT
66085;ARLINGTON ASSET INVESTMENT CORP;Arlington Asset Investment Corp;FBRCO
66155;NORWOOD FINANCIAL CORP;Norwood Financial Corporation;NOWFIN
66161;OLD LINE BANCSHARES;Oil States International Inc;OILSTS
66210;L C N B CORP;;
66268;INCONTACT INC;inContact Inc.;BRSNTN
66285;HERITAGE FINANCIAL CORP WA;;
66286;TIMBERLAND BANCORP INC;Timberland Bancorp, Inc;TMBRBC
66288;MID PENN BANCORP INC;Mid Penn Bancorp Inc;MIPENN
66290;STEELCASE INC;Steelcase Inc;STLCSE
66301;AEROCENTURY CORP;Aerocentury Corp;ARCNTY
66313;OLD POINT FINL CORP;;
66366;ROCKWELL MEDICAL TECH INC;;
66368;VERISIGN INC;VeriSign Inc;VRISGN
66371;INTEGRATED ELECTRICAL SRVCS INC;;
66379;CAREER EDUCATION CORP;;
66393;MERCURY COMPUTER SYSTEMS;Mercury Systems Inc;MRCRY
66446;QUANTA SERVICES INC;Quanta Services Inc;QUTSRV
66504;COLONY BANKCORP INC;Colony Bankcorp Inc;CLBNKP
66588;SURMODICS INC;SurModics, Inc;SRMODC
66599;WADDELL & REED FINANCIAL INC;Waddell & Reed Financial, Inc;WDLREA
66602;COMPX INTERNATIONAL INC;CompX International Inc;CMPXIT
66686;VASCO DATA SEC INTL INC;;
66697;INOVIO PHARMACEUTICALS INC;Inovio Pharmaceuticals Inc.;GEENTR
66708;BROADCOM CORP;;
66731;FEDERATED INVESTORS INC PA;;
105538;SIERRA BANCORP;Sierra Bancorp;BANKSR
105670;BROOKLINE BANCORP INC;Brookline Bancorp Inc;BRKLNE
105936;COLUMBIA SPORTSWEAR COMPANY;;
106404;FAUQUIER BANKSHARES INC;Fauquier Bankshares Inc;FAUQBK
106853;HOPFED BANCORP INC;HopFed Bancorp, Inc;HOPFED
107325;MACATAWA BANK CORP;Macatawa Bank Corp;MCWBCP
107446;NETSOL TECHNOLOGIES INC;NetSol Technologies Inc;MRGHLD
107817;PEAPACK GLADSTONE FINANCIAL CORP;Peapack Gladstone Financial Corp;PGLDFN
109079;RED LION HOTELS CORP;Red Lion Hotels Corp;CVNGHS
109084;OMEGA PROTEIN CORP;Omega Protein Corp;OMGPRT
109183;PREFERRED BANK LOS ANGELES;Preferred Bank Los Angeles;PRFBKL
109186;SONIC FOUNDRY INC;Sonic Foundry Inc;SNCFUD
109599;HERITAGE COMMERCE CORP;Heritage Commerce Corp;HTGCOM
109621;LAKELAND BANCORP INC;Lakeland Bancorp Inc;LKLDBP
109659;COMMUNITY FINANCIAL CORP MD;;
109683;FIRST NIAGARA FINL GROUP INC NEW;;
109826;MANHATTAN ASSOCIATES INC;Manhattan Associates Inc;MNHSSC
109919;C R A INTERNATIONAL INC;;
110039;AMKOR TECHNOLOGY INC;Amkor Technology Inc;AMKEL
110065;INFINITY PROPERTY & CASUALTY COR;;
110250;SUMMIT FINANCIAL GROUP INC;Summit Financial Group Inc;STHBRH
110529;EVOLVING SYSTEMS INC;Evolving Systems Inc;EVLSYS
110566;INNOSPEC INC;Innospec Inc.;OCTELC
110685;L 3 COMMUNICATIONS HLDGS INC;;
110732;WASTE CONNECTIONS INC;Waste Connections Inc;BFICND
111000;HACKETT GROUP INC;The Hackett Group, Inc.;ANSWTH
111064;ULTIMATE SOFTWARE GROUP;Ultimate Software Group, Inc (The);ULSFGR
111103;MARINEMAX INC;MarineMax Inc;MARMKS
111179;HAWTHORN BANCSHARES INC;;
111534;MICROSTRATEGY INC;MicroStrategy Inc;MSTRAT
